"gene","subtype","expr_significant","outlier_significant","rank_significant","n_methods_significant","expr_fold_change","target_expr","expr_fdr","outlier_fdr","target_rank"
"BBS4","basq",FALSE,TRUE,FALSE,1,0.803446644197801,3.05459615126391,NA,5.51654647888237e-10,0.446194225721785
"CDK12","basq",FALSE,TRUE,FALSE,1,0.911593158581101,3.31537007557138,NA,2.07752061168333e-08,0.491469816272966
"PBRM1","basq",FALSE,TRUE,FALSE,1,0.805571116033068,3.51329300194157,NA,8.22533403293286e-08,0.526902887139108
"EPGN","basq",FALSE,TRUE,FALSE,1,6.62308971187417,3.5481406408871,NA,8.22533403293286e-08,0.534776902887139
"EXOC6","basq",FALSE,TRUE,FALSE,1,0.820158601674175,2.87015989339537,NA,2.33199133488475e-07,0.41010498687664
"SMARCB1","basq",FALSE,TRUE,FALSE,1,0.933477986409972,5.36401605794135,NA,2.62976611501479e-07,0.837926509186352
"PPP2R1A","basq",FALSE,TRUE,FALSE,1,0.951703483575097,6.76222673792165,NA,3.09646982413844e-07,0.94488188976378
"ZZZ3","basq",FALSE,TRUE,FALSE,1,0.883443315507561,3.52562232120945,NA,7.53090102254303e-07,0.530839895013123
"ARID1A","basq",FALSE,TRUE,FALSE,1,0.786712720302066,1.35980167365726,NA,9.68809690090769e-07,0.194225721784777
"TUBAL3","basq",FALSE,TRUE,FALSE,1,2.19508552601163,0.570043568333024,NA,1.42715602301464e-06,0.126640419947507
"ZNF703","basq",FALSE,TRUE,FALSE,1,0.78386574873336,2.79955561889646,NA,2.81882254849647e-06,0.395669291338583
"SHB","basq",FALSE,TRUE,FALSE,1,1.23811433349509,2.99318435217621,NA,2.81882254849647e-06,0.435695538057743
"NUDT16","basq",FALSE,TRUE,FALSE,1,0.766581075830387,3.19876627020896,NA,2.90932241381325e-06,0.471784776902887
"ZCWPW1","basq",FALSE,TRUE,FALSE,1,0.637738219167558,1.27388125656414,NA,3.86131506516482e-06,0.188320209973753
"HORMAD1","basq",FALSE,TRUE,FALSE,1,2.95713900235439,1.18216356222433,NA,4.72112868951261e-06,0.181102362204724
"ZNF324","basq",FALSE,TRUE,FALSE,1,0.78549169946117,1.51584772231107,NA,4.72112868951261e-06,0.208661417322835
"HCFC1","basq",FALSE,TRUE,FALSE,1,0.839490529597321,2.29372965082369,NA,6.74842178208965e-06,0.304461942257218
"INTS3","basq",FALSE,TRUE,FALSE,1,0.811618200627286,2.9803622380006,NA,6.74842178208965e-06,0.433070866141732
"BTG4","basq",FALSE,TRUE,FALSE,1,5.58851651823957,0.196482763099281,NA,6.74842178208965e-06,0.0807086614173228
"OPN1LW","basq",FALSE,TRUE,FALSE,1,7.24605134767427,0.00240924749738693,NA,6.88782490009511e-06,0.00853018372703412
"TPR","basq",FALSE,TRUE,FALSE,1,0.907044489954378,4.21724639508543,NA,9.02705436559015e-06,0.667322834645669
"PRKDC","basq",FALSE,TRUE,FALSE,1,0.906888926325077,3.75516276558616,NA,1.01498872178574e-05,0.582677165354331
"EPC2","basq",FALSE,TRUE,FALSE,1,0.812915608757402,3.28423149536788,NA,1.03879258120784e-05,0.485564304461942
"ALKBH4","basq",FALSE,TRUE,FALSE,1,0.841514233744898,2.57606409745788,NA,1.35649011069508e-05,0.351706036745407
"HBP1","basq",FALSE,TRUE,FALSE,1,0.95127495493474,5.57155888010086,NA,1.47701880376383e-05,0.860892388451444
"BRD7","basq",FALSE,TRUE,FALSE,1,0.936450050115485,5.37196102056809,NA,1.64877366385744e-05,0.839238845144357
"CSNK1D","basq",FALSE,TRUE,FALSE,1,0.87557125958942,4.7830987477008,NA,2.47878027081797e-05,0.759842519685039
"UXT","basq",FALSE,TRUE,FALSE,1,0.962489969248889,7.5589220160486,NA,2.58486395558843e-05,0.973097112860892
"CEP68","basq",FALSE,TRUE,FALSE,1,0.7054130939682,1.93431160570757,NA,3.34649072125659e-05,0.256561679790026
"ALOX15B","basq",FALSE,TRUE,FALSE,1,2.44607291675759,2.29227051236862,NA,4.13052667822952e-05,0.303805774278215
"SGF29","basq",FALSE,TRUE,FALSE,1,0.871298185624625,3.8072421385848,NA,8.09192054003074e-05,0.593175853018373
"ANAPC13","basq",FALSE,TRUE,FALSE,1,0.931426985209772,6.00387169249886,NA,8.29854583400039e-05,0.898293963254593
"CSPP1","basq",FALSE,TRUE,FALSE,1,0.74046864687118,1.56670010316326,NA,9.16452865200548e-05,0.215879265091864
"PCNT","basq",FALSE,TRUE,FALSE,1,0.758684166418161,1.46652726564554,NA,9.44120550331699e-05,0.204068241469816
"MAU2","basq",FALSE,TRUE,FALSE,1,0.858082531460387,3.30069113466149,NA,0.000144109247429671,0.488845144356955
"ZBTB49","basq",FALSE,TRUE,FALSE,1,0.711539655076891,1.09349690721858,NA,0.000193854281489654,0.175853018372703
"SON","basq",FALSE,TRUE,FALSE,1,0.909932184916229,5.3254642910462,NA,0.000223701811382064,0.832677165354331
"RAB11FIP3","basq",FALSE,TRUE,FALSE,1,0.771094273847913,2.59257563904102,NA,0.00022845093123891,0.35498687664042
"SENP6","basq",FALSE,TRUE,FALSE,1,0.880242608547477,3.63743153368577,NA,0.00022845093123891,0.551837270341207
"MCRS1","basq",FALSE,TRUE,FALSE,1,0.921467500935968,5.1735612236279,NA,0.000278941531479115,0.812335958005249
"CIAO1","basq",FALSE,TRUE,FALSE,1,0.922540499379588,4.74543289634532,NA,0.000334745080163099,0.754593175853018
"BEX4","basq",FALSE,TRUE,FALSE,1,0.700905323521288,4.27232261663595,NA,0.000446595600114233,0.674540682414698
"ZPR1","basq",FALSE,TRUE,FALSE,1,0.603494008721342,0.708815410308889,NA,0.000463586767495642,0.141732283464567
"CEP63","basq",FALSE,TRUE,FALSE,1,0.856129580329487,3.29962334064922,NA,0.00050030339302844,0.488188976377953
"SHOC1","basq",FALSE,TRUE,FALSE,1,4.85343987583434,0.625551601069167,NA,0.000607078700274221,0.131889763779528
"SMARCA5","basq",FALSE,TRUE,FALSE,1,0.904740398002561,4.6076484351854,NA,0.000622486380931992,0.727690288713911
"DDB1","basq",FALSE,TRUE,FALSE,1,0.912680108342485,5.72285951777644,NA,0.000622486380931992,0.875328083989501
"KIF2A","basq",FALSE,TRUE,FALSE,1,0.868483675928157,3.40053277580089,NA,0.000743874634247738,0.506561679790026
"CYP27B1","basq",FALSE,TRUE,FALSE,1,2.09843758335751,2.19386868956443,NA,0.000789266315128894,0.283464566929134
"CDK13","basq",FALSE,TRUE,FALSE,1,0.870417014133269,1.9654956321481,NA,0.000790517641225655,0.261154855643045
"RPS15A","basq",FALSE,TRUE,FALSE,1,0.967370191841169,11.6578691707083,NA,0.000858319094729082,0.998687664041995
"ERCC3","basq",FALSE,TRUE,FALSE,1,0.908442170268721,4.38379778926666,NA,0.00093341308325986,0.692913385826772
"KAT7","basq",FALSE,TRUE,FALSE,1,0.85851035952837,2.83441598941717,NA,0.000956544084764409,0.404199475065617
"TNKS","basq",FALSE,TRUE,FALSE,1,0.765744252098283,2.39517736631832,NA,0.000988121897724303,0.325459317585302
"CENPC","basq",FALSE,TRUE,FALSE,1,0.591251022856762,1.02696393191856,NA,0.00122396595356596,0.166010498687664
"PBX1","basq",FALSE,TRUE,FALSE,1,0.699626926040242,3.22023621687953,NA,0.00160222533152742,0.473097112860892
"SGSM3","basq",FALSE,TRUE,FALSE,1,0.858296862773598,3.72772455408734,NA,0.00163261483227249,0.573490813648294
"CCNY","basq",FALSE,TRUE,FALSE,1,0.888272874103392,4.60807986319136,NA,0.00187108181191494,0.728346456692913
"ANAPC4","basq",FALSE,TRUE,FALSE,1,0.897297214867377,3.72017362771196,NA,0.00187108181191494,0.572178477690289
"INSR","basq",FALSE,TRUE,FALSE,1,0.751092113146374,2.74697578670571,NA,0.00191774859371239,0.385170603674541
"SEPTIN11","basq",FALSE,TRUE,FALSE,1,0.891583334426163,4.70466508447039,NA,0.00198605517524133,0.742782152230971
"ACTR8","basq",FALSE,TRUE,FALSE,1,0.868220103830465,3.45529942677463,NA,0.00205161888692415,0.517060367454068
"UBXN2B","basq",FALSE,TRUE,FALSE,1,0.798359868440868,2.89380848252868,NA,0.00248199097391808,0.414698162729659
"APPL1","basq",FALSE,TRUE,FALSE,1,0.886313518730959,3.78488440887636,NA,0.00265666458695447,0.58989501312336
"ARPP19","basq",FALSE,TRUE,FALSE,1,0.954833834940616,5.95094148217811,NA,0.00309417622575603,0.891732283464567
"EPC1","basq",FALSE,TRUE,FALSE,1,0.836513484208269,3.49659406409262,NA,0.00379551665082903,0.522965879265092
"LSM14A","basq",FALSE,TRUE,FALSE,1,0.917506186192947,5.74441897158972,NA,0.0045090261317345,0.877296587926509
"TFPT","basq",FALSE,TRUE,FALSE,1,0.923797682438088,4.61886912438842,NA,0.00475388386261263,0.729658792650919
"E4F1","basq",FALSE,TRUE,FALSE,1,0.8865072229598,2.86656021071051,NA,0.00479409992224783,0.409448818897638
"TRIM32","basq",FALSE,TRUE,FALSE,1,0.877934795947713,3.04917583657859,NA,0.00479409992224783,0.445538057742782
"CTC1","basq",FALSE,TRUE,FALSE,1,0.676599752069061,1.70400955142469,NA,0.00484665960380856,0.232283464566929
"CITED2","basq",FALSE,TRUE,FALSE,1,0.882214072905842,4.46321667600022,NA,0.00563650230151803,0.703412073490814
"BAK1","basq",FALSE,TRUE,FALSE,1,1.15610942515901,6.15468489965599,NA,0.00791391051034957,0.916010498687664
"HMGA2","basq",FALSE,TRUE,FALSE,1,3.82501925249298,3.1125816186361,NA,0.00837248536891812,0.456692913385827
"MADD","basq",FALSE,TRUE,FALSE,1,0.824058576929874,3.2640116555689,NA,0.0085141473069883,0.480314960629921
"MEPCE","basq",FALSE,TRUE,FALSE,1,0.908528679169519,4.72762928562554,NA,0.00909821906338083,0.75
"RBM7","basq",FALSE,TRUE,FALSE,1,0.911922947931153,3.88907439023654,NA,0.00963901163322937,0.613517060367454
"CCDC57","basq",FALSE,TRUE,FALSE,1,0.70093965525022,1.11272566434943,NA,0.0100198008003237,0.177165354330709
"NEK4","basq",FALSE,TRUE,FALSE,1,0.782187915213518,2.89717200370015,NA,0.0104781969223526,0.415354330708661
"KDM8","basq",FALSE,TRUE,FALSE,1,0.670362074658174,1.19804408655084,NA,0.0104781969223526,0.18241469816273
"MAEA","basq",FALSE,TRUE,FALSE,1,0.945070971118392,5.00394692986422,NA,0.0105379897133406,0.790682414698163
"ARID1B","basq",FALSE,TRUE,FALSE,1,0.75066407397896,2.02667093041012,NA,0.0110075966246206,0.263779527559055
"USP16","basq",FALSE,TRUE,FALSE,1,0.929278014941578,4.81495545028666,NA,0.0110075966246206,0.765748031496063
"UBA3","basq",FALSE,TRUE,FALSE,1,0.952177111821339,5.68810379066291,NA,0.0110075966246206,0.869422572178478
"SIN3A","basq",FALSE,TRUE,FALSE,1,0.863372528442258,3.57829519774664,NA,0.0110075966246206,0.543307086614173
"TPD52L1","basq",FALSE,TRUE,FALSE,1,1.32783411810102,5.74475342854424,NA,0.0110075966246206,0.877952755905512
"TENT5B","basq",FALSE,TRUE,FALSE,1,1.96351136529905,2.7970504857883,NA,0.0110075966246206,0.393700787401575
"USP44","basq",FALSE,TRUE,FALSE,1,0.502875117748671,0.325811759874509,NA,0.0118836563797388,0.0984251968503937
"MEN1","basq",FALSE,TRUE,FALSE,1,0.858268052587467,1.23581409610788,NA,0.0125194618845244,0.185695538057743
"CCNL2","basq",FALSE,TRUE,FALSE,1,0.905090024595724,3.88550866036396,NA,0.0129877412481094,0.612860892388451
"RRM2B","basq",FALSE,TRUE,FALSE,1,0.881976564474925,3.79956528403837,NA,0.013962361138184,0.591207349081365
"KMT2E","basq",FALSE,TRUE,FALSE,1,0.779891978656643,2.73632767979246,NA,0.0140483981437586,0.381889763779528
"NR2F2","basq",FALSE,TRUE,FALSE,1,0.7758888107158,3.83432518123323,NA,0.0141115684387252,0.599737532808399
"RPRD1B","basq",FALSE,TRUE,FALSE,1,0.888302266669933,4.11201045495545,NA,0.0142849802161979,0.650262467191601
"USP19","basq",FALSE,TRUE,FALSE,1,0.850870483010298,3.39818973079354,NA,0.0151345829487086,0.504593175853018
"DTX3L","basq",FALSE,TRUE,FALSE,1,1.09472127472504,5.25694750103007,NA,0.0151549328817063,0.826771653543307
"CDK5RAP3","basq",FALSE,TRUE,FALSE,1,0.910451078911071,5.2497720126959,NA,0.0170340143819455,0.824146981627297
"SUGT1","basq",FALSE,TRUE,FALSE,1,1.04275146273914,5.761022902465,NA,0.017049846687814,0.879265091863517
"CNTROB","basq",FALSE,TRUE,FALSE,1,0.815221843389908,2.330094522919,NA,0.0182317906787133,0.31496062992126
"CUL5","basq",FALSE,TRUE,FALSE,1,0.901694272068546,3.41119812412265,NA,0.0190951725569125,0.507874015748031
"XPC","basq",FALSE,TRUE,FALSE,1,0.822668928746827,3.68325846909229,NA,0.0203664287398803,0.563648293963255
"MAP2K6","basq",FALSE,TRUE,FALSE,1,0.486031733677754,0.604159665374371,NA,0.0220270735118505,0.128608923884514
"AMBRA1","basq",FALSE,TRUE,FALSE,1,0.906985493753131,2.999013116414,NA,0.0222456184621911,0.437007874015748
"TADA3","basq",FALSE,TRUE,FALSE,1,0.903257526756921,5.61368039935279,NA,0.0229421267912408,0.864173228346457
"RNF167","basq",FALSE,TRUE,FALSE,1,0.929835852762892,5.49620959408432,NA,0.0229421267912408,0.852362204724409
"PKIA","basq",FALSE,TRUE,FALSE,1,0.601948394782327,2.80539951914133,NA,0.0244066636145254,0.398293963254593
"MLH1","basq",FALSE,TRUE,FALSE,1,0.886754571233193,4.1669188199203,NA,0.025608693619349,0.658792650918635
"PTCH1","basq",FALSE,TRUE,FALSE,1,0.497113766962389,0.872922737030831,NA,0.0276624648022801,0.154855643044619
"WBP2NL","basq",FALSE,TRUE,FALSE,1,0.224730599297004,0.046652652050319,NA,0.0287339079174383,0.0360892388451444
"FOSL1","basq",FALSE,TRUE,FALSE,1,2.11361253714978,4.63012668761951,NA,0.0295649565743985,0.731627296587926
"MCPH1","basq",FALSE,TRUE,FALSE,1,0.858357787842757,2.68407805921446,NA,0.0303656007095132,0.375984251968504
"PLK2","basq",FALSE,TRUE,FALSE,1,1.31611511987091,5.70827718306195,NA,0.0305302366415414,0.872703412073491
"HEXIM2","basq",FALSE,TRUE,FALSE,1,0.864331479642467,2.5082471804731,NA,0.030805766394983,0.33989501312336
"CCNT2","basq",FALSE,TRUE,FALSE,1,0.797162111717546,2.64636013145786,NA,0.0322263573697556,0.36745406824147
"ZBED3","basq",FALSE,TRUE,FALSE,1,0.610842991642029,1.24915486263178,NA,0.0327785141212987,0.187007874015748
"ANAPC16","basq",FALSE,TRUE,FALSE,1,0.89697753587351,4.75468962575508,NA,0.0332401254489734,0.757217847769029
"KAT5","basq",FALSE,TRUE,FALSE,1,0.941515413237342,5.0152138427695,NA,0.033743701671592,0.792650918635171
"MED1","basq",FALSE,TRUE,FALSE,1,0.877783401035,3.54277477721234,NA,0.0340212001171678,0.532808398950131
"KIF3B","basq",FALSE,TRUE,FALSE,1,0.901027561165457,3.80193867310505,NA,0.0357073527699086,0.591863517060367
"TOP2B","basq",FALSE,TRUE,FALSE,1,0.732642280392918,3.74177679572994,NA,0.0357073527699086,0.579396325459318
"NFRKB","basq",FALSE,TRUE,FALSE,1,0.742414290930647,1.96365033883097,NA,0.0366500213906315,0.259186351706037
"BAZ1B","basq",FALSE,TRUE,FALSE,1,0.915212051835248,4.67346835883286,NA,0.038268422844424,0.739501312335958
"PIK3R4","basq",FALSE,TRUE,FALSE,1,0.894627236621378,3.05790184929382,NA,0.0427135293753413,0.446850393700787
"CTCF","basq",FALSE,TRUE,FALSE,1,0.893857267197112,4.12793873969869,NA,0.0434653563021327,0.650918635170604
"PARD6A","basq",FALSE,TRUE,FALSE,1,0.603544606985723,1.62896062781066,NA,0.0436439345853714,0.224409448818898
"MEAF6","basq",FALSE,TRUE,FALSE,1,0.890734183360356,5.34591542601636,NA,0.0436439345853714,0.836614173228346
"ZNF268","basq",FALSE,TRUE,FALSE,1,0.840366963798273,2.77224477832509,NA,0.0436439345853714,0.391076115485564
"SMARCAD1","basq",FALSE,TRUE,FALSE,1,0.855976529277433,3.46950013974487,NA,0.0442995700479603,0.519028871391076
"HOXA13","basq",FALSE,TRUE,FALSE,1,0.583982378262563,1.43390427446859,NA,0.0448577569611281,0.200131233595801
"ING4","basq",FALSE,TRUE,FALSE,1,0.819932934758139,4.4797490248666,NA,0.0449736521154455,0.706036745406824
"USP22","basq",FALSE,TRUE,FALSE,1,0.865179197792548,5.23781495717933,NA,0.0453201555061944,0.822178477690289
"IL1A","basq",FALSE,TRUE,FALSE,1,2.66723307700658,5.25252752311604,NA,0.0454244645131529,0.824803149606299
"NRDE2","basq",FALSE,TRUE,FALSE,1,0.60049554434889,0.652100758184676,NA,0.0479819968832342,0.135826771653543
"EXOC7","basq",FALSE,TRUE,FALSE,1,0.90278906372852,5.11486712204235,NA,0.0492287284359472,0.803805774278215
"CATSPERZ","basq",FALSE,TRUE,FALSE,1,1.89572006334624,0.630952033443828,NA,0.0498945787896692,0.13254593175853
