"gene","subtype","expr_significant","outlier_significant","rank_significant","n_methods_significant","expr_fold_change","target_expr","expr_fdr","outlier_fdr","target_rank"
"TP53BP2","scne",FALSE,TRUE,FALSE,1,1.09667305832607,4.27894379661695,NA,0.0209407769069974,0.618110236220472
"ANAPC10","scne",FALSE,TRUE,FALSE,1,1.09281955853002,4.45577772550923,NA,0.0211558224830405,0.654855643044619
"YEATS2","scne",FALSE,TRUE,FALSE,1,1.06330158091339,3.99946432558085,NA,0.0221349206997908,0.561023622047244
"WIZ","scne",FALSE,TRUE,FALSE,1,1.10646521723365,3.94980242674864,NA,0.022184293127465,0.542650918635171
"LIPA","scne",FALSE,TRUE,FALSE,1,0.860750749098321,5.25120883547662,NA,0.0243020636568293,0.793307086614173
"RAN","scne",FALSE,TRUE,FALSE,1,1.07767350072019,7.62684998062822,NA,0.0243225806540828,0.970472440944882
"CHMP2A","scne",FALSE,TRUE,FALSE,1,0.929228948953732,7.14877302318898,NA,0.0253174235906948,0.957349081364829
"ZFP36L2","scne",FALSE,TRUE,FALSE,1,0.825781895606694,5.34686281048045,NA,0.0258634767205272,0.806430446194226
"TESMIN","scne",FALSE,TRUE,FALSE,1,2.12995584048808,2.11709209966609,NA,0.0270690351984802,0.236220472440945
"E2F7","scne",FALSE,TRUE,FALSE,1,2.00827360940796,2.90795429184967,NA,0.0272835278023081,0.343175853018373
"USP51","scne",FALSE,TRUE,FALSE,1,2.14408919627697,2.07129543255364,NA,0.0274306731236061,0.226377952755905
"YWHAE","scne",FALSE,TRUE,FALSE,1,1.08798298645184,9.42257689852723,NA,0.0274965126579652,0.98753280839895
"AKAP8L","scne",FALSE,TRUE,FALSE,1,1.13647485464613,4.65860114602282,NA,0.0279617860939441,0.685695538057743
"WDR62","scne",FALSE,TRUE,FALSE,1,1.9642097039722,2.26950976819629,NA,0.0279617860939441,0.260498687664042
"MMS19","scne",FALSE,TRUE,FALSE,1,0.871742556279236,3.35660533009122,NA,0.0279617860939441,0.418635170603675
"YEATS4","scne",FALSE,TRUE,FALSE,1,1.22229514954082,6.03903500753655,NA,0.0293702497990423,0.890419947506562
"TSG101","scne",FALSE,TRUE,FALSE,1,1.03268871583304,6.63701811888305,NA,0.0316316512535969,0.934383202099738
"SLF1","scne",FALSE,TRUE,FALSE,1,1.34208965437084,1.99780661938606,NA,0.0336844580865154,0.220472440944882
"INCA1","scne",FALSE,TRUE,FALSE,1,1.4911557535707,1.05006963391491,NA,0.0336844580865154,0.131889763779528
"MYH9","scne",FALSE,TRUE,FALSE,1,0.781391643191807,5.22001233745871,NA,0.0345798739550608,0.785433070866142
"ZNF655","scne",FALSE,TRUE,FALSE,1,0.875151075343988,3.9994657148386,NA,0.0345798739550608,0.561679790026247
"ASAH2","scne",FALSE,TRUE,FALSE,1,1.60017787634632,0.870129348593079,NA,0.0349296483168028,0.118110236220472
"ING5","scne",FALSE,TRUE,FALSE,1,1.29502268955776,3.56113604742629,NA,0.0349821838694118,0.466535433070866
"WDR12","scne",FALSE,TRUE,FALSE,1,1.14210397358375,3.10890840441093,NA,0.0368167144862163,0.374015748031496
"BID","scne",FALSE,TRUE,FALSE,1,0.858231014624267,5.14231695890703,NA,0.0368167144862163,0.769028871391076
"MAPRE3","scne",FALSE,TRUE,FALSE,1,1.16789285068478,3.66991444755299,NA,0.0371712739628054,0.490813648293963
"ING2","scne",FALSE,TRUE,FALSE,1,1.0999461818907,3.05881768097581,NA,0.0380779597143191,0.365485564304462
"WDR5","scne",FALSE,TRUE,FALSE,1,1.13197676164069,5.09170674296086,NA,0.0392171819181234,0.758530183727034
"DSCC1","scne",FALSE,TRUE,FALSE,1,1.55914218013806,4.38588399150157,NA,0.0395565143051126,0.640419947506562
"CHTF8","scne",FALSE,TRUE,FALSE,1,0.920634603124869,5.52715037563444,NA,0.0397252641362724,0.832020997375328
"BIN3","scne",FALSE,TRUE,FALSE,1,0.854096903229496,3.59038963236411,NA,0.0415806354031789,0.47244094488189
"ARL3","scne",FALSE,TRUE,FALSE,1,1.19080777638507,4.59820280965864,NA,0.0429915191669562,0.677165354330709
"DDIT3","scne",FALSE,TRUE,FALSE,1,1.19494484237379,6.73156358157932,NA,0.0434461018448004,0.938976377952756
"TRIM21","scne",FALSE,TRUE,FALSE,1,0.803161826927591,3.7887153834466,NA,0.0440891060732196,0.511811023622047
"EME1","scne",FALSE,TRUE,FALSE,1,1.87197524741465,2.42170294225418,NA,0.0441289177232279,0.278871391076115
"PRCC","scne",FALSE,TRUE,FALSE,1,1.09011494150535,5.98459372649225,NA,0.0448156862001336,0.883202099737533
"PDS5A","scne",FALSE,TRUE,FALSE,1,1.07124571363559,5.2413069206956,NA,0.0451669707996375,0.789370078740158
"SEPTIN5","scne",FALSE,TRUE,FALSE,1,1.56002829125899,3.77275892423775,NA,0.0457557171264637,0.509842519685039
"EXOC3","scne",FALSE,TRUE,FALSE,1,0.931027138225726,4.36104934286338,NA,0.0461419147934347,0.637139107611549
"PHACTR4","scne",FALSE,TRUE,FALSE,1,1.1283874779726,3.72617732832321,NA,0.0469570160697069,0.501312335958005
"POLE","scne",FALSE,TRUE,FALSE,1,1.34790876090691,2.68736289478351,NA,0.0483021405626241,0.313648293963255
"MRE11","scne",FALSE,TRUE,FALSE,1,1.13008312791561,4.09028677422831,NA,0.0483021405626241,0.58005249343832
"MCMBP","scne",FALSE,TRUE,FALSE,1,1.08999780788449,5.05186024092589,NA,0.0483021405626241,0.75262467191601
"POGZ","scne",FALSE,TRUE,FALSE,1,1.28280182213348,5.28392966501655,NA,0.0486678735333424,0.797244094488189
"TRIM37","scne",FALSE,TRUE,FALSE,1,1.21783910627522,4.22280824660013,NA,0.0489517008376954,0.606955380577428
"BOLL","scne",FALSE,TRUE,FALSE,1,0,0,NA,0.0489517008376954,0.0124671916010499
"L3MBTL1","scne",FALSE,TRUE,FALSE,1,2.02203884258145,1.18487891825961,NA,0.0489517008376954,0.143044619422572
"TADA2A","scne",FALSE,TRUE,FALSE,1,1.37450662118796,1.34958085152775,NA,0.0489517008376954,0.163385826771654
