"gene","subtype","n_methods_significant","expr_fold_change","target_expression","expr_fdr","target_rank"
"DDB1","basq",1,0.912680108342485,5.72285951777644,NA,0.875328083989501
"DTX3L","basq",1,1.09472127472504,5.25694750103007,NA,0.826771653543307
"PPP1R10","basq",1,0.913623830281134,4.1872861020901,NA,0.660761154855643
"TAOK1","basq",1,0.913826196649686,3.53238773711796,NA,0.531496062992126
"BAZ1B","basq",1,0.915212051835248,4.67346835883286,NA,0.739501312335958
"LSM14A","basq",1,0.917506186192947,5.74441897158972,NA,0.877296587926509
"SYF2","basq",1,0.917833357227976,6.081807125945,NA,0.906824146981627
"TUBGCP5","basq",1,0.917973175864779,2.92394255392015,NA,0.421259842519685
"MCRS1","basq",1,0.921467500935968,5.1735612236279,NA,0.812335958005249
"CIAO1","basq",1,0.922540499379588,4.74543289634532,NA,0.754593175853018
"TFPT","basq",1,0.923797682438088,4.61886912438842,NA,0.729658792650919
"CDC16","basq",1,0.924833214504144,5.24796341509654,NA,0.822834645669291
"USP16","basq",1,0.929278014941578,4.81495545028666,NA,0.765748031496063
"RNF167","basq",1,0.929835852762892,5.49620959408432,NA,0.852362204724409
"ANAPC13","basq",1,0.931426985209772,6.00387169249886,NA,0.898293963254593
"SMARCB1","basq",1,0.933477986409972,5.36401605794135,NA,0.837926509186352
"BRD7","basq",1,0.936450050115485,5.37196102056809,NA,0.839238845144357
"KAT5","basq",1,0.941515413237342,5.0152138427695,NA,0.792650918635171
"MAEA","basq",1,0.945070971118392,5.00394692986422,NA,0.790682414698163
"RMDN1","basq",1,0.946277925759799,4.71491302465626,NA,0.746062992125984
"HBP1","basq",1,0.95127495493474,5.57155888010086,NA,0.860892388451444
"PPP2R1A","basq",1,0.951703483575097,6.76222673792165,NA,0.94488188976378
"UBA3","basq",1,0.952177111821339,5.68810379066291,NA,0.869422572178478
"ARPP19","basq",1,0.954833834940616,5.95094148217811,NA,0.891732283464567
"SUGT1","basq",1,1.04275146273914,5.761022902465,NA,0.879265091863517
"UXT","basq",1,0.962489969248889,7.5589220160486,NA,0.973097112860892
"RPS15A","basq",1,0.967370191841169,11.6578691707083,NA,0.998687664041995
