"gene_symbol","mean_expr"
"MAD1L1",2.97084888837701
"KLHL13",2.74293522263897
"CYP26B1",1.48667875093035
"POLDIP2",6.45427927226731
"CDC27",4.58330114683996
"UPF1",2.57189300012489
"SLC25A5",9.13128376429773
"KMT2E",3.41674063981997
"USH1C",0.806790655577154
"DBF4",1.59953846402934
"PAF1",5.31580995697813
"CDKL3",0.8596710338692
"MARK4",2.70310236868893
"PAFAH1B1",5.32598790710208
"PAX6",1.5867331165983
"E2F2",2.97086681574063
"CDKL5",1.57893509779523
"CDK11A",3.31002130020637
"CRY1",4.61647635621721
"PKD1",2.14969103292861
"BAZ1B",5.13779913204981
"METTL13",4.26665488909927
"ZNF207",7.22564928176357
"NCAPD2",4.83491979175989
"IFFO1",0.355524379293639
"AKAP8L",4.65860114602282
"MBTD1",0
"TTC19",3.33737179210629
"DPF1",1.73246373906153
"ANLN",3.9184464545274
"WIZ",3.94980242674864
"PPP5C",5.66467673375245
"CEP68",2.71551745453494
"BRCA1",3.39456676447095
"MBTPS2",3.63421900537128
"DDX11",3.81051837747436
"TACC3",4.46325626016632
"UFL1",4.0909681162436
"BID",5.14231695890703
"IGF1",3.39199744043758
"PRDM11",0.144597744438619
"HGF",2.16785881393643
"MNAT1",4.94255042176454
"RUNX3",1.53378065600552
"MRE11",4.09028677422831
"SPAST",4.03356416077968
"FHL1",5.15643216443938
"RTF2",6.75407709656448
"BIRC3",2.5349278758066
"UBR2",0.936864639470416
"NCAPH2",5.10592233479163
"BAK1",5.07047452923649
"CENPQ",4.30328366620617
"PIAS1",3.44751281349073
"CUL3",5.56571953653612
"ZZZ3",3.93396475702983
"USP2",1.33411243390628
"TUBG2",3.38441933650795
"NSUN2",5.41722505489606
"SPDL1",4.11330448687582
"MYO16",0.0672294211905352
"PARP3",2.3846991828514
"JADE2",2.48754836556843
"CUL7",2.69199255697469
"CNTLN",2.73549288624884
"OFD1",3.52228446765364
"YTHDC2",3.1546709525789
"TPR",4.64820292497247
"MAP4",5.26116902256547
"USP28",3.62633086403996
"RRM2B",4.53539087419922
"ARID1B",2.64359640390144
"RAD51",4.03623553470656
"FOXN3",2.24367598182615
"ANAPC4",4.06181080160492
"SDCCAG8",3.39123187713553
"FOXC1",1.70700409103733
"SPO11",0
"CUL1",5.37130571438967
"PUM2",5.28419232556689
"MSH4",0.210897030207268
"MTA3",2.67150851748719
"CDK14",3.53198964117838
"PPP1R12A",4.05732426988895
"ATP2B4",2.87348371043309
"RIOK2",3.51973637006455
"NDC1",4.85503768081464
"CDK17",4.19998924960568
"CTDP1",1.83582328276768
"WNK1",2.91767413369954
"BCAT1",2.69718852949136
"WAPL",3.99972836563004
"RNF4",5.17826746491883
"INTS13",4.19339621015684
"TAF2",3.22752154323517
"HIPK2",2.95147018170287
"IPO5",5.50501961761246
"PKN2",4.38950502196293
"CDK13",2.36154945618868
"FOXJ2",3.47053398107875
"SMARCD1",4.87157096094518
"ASPM",2.56600918825692
"FGFR2",1.83171825020825
"EML1",2.76991387898868
"STAG3",0.88430947001836
"TP53BP1",3.0465751403018
"RHOA",8.99156132368942
"ROCK1",4.4069840633854
"PRR11",3.87303967757325
"KIF2A",3.96038646380037
"SIRT2",5.10556434809615
"PPP2R5B",3.23916100501987
"LRP6",2.699452540987
"PTPN3",0.725181277102955
"FGF10",0.362852797701854
"EXOC5",2.46722311914834
"CLTCL1",2.00006256467572
"MNT",2.98233671325281
"ASNS",6.16681325258644
"CSNK2A2",3.65974760277564
"CAMK2A",0.17653573595253
"CDC42",7.58139174260265
"RAD18",3.2141762534706
"RPS6KA2",2.97177631773394
"ING3",4.39560112986321
"VASH1",3.96429384253577
"TRIP13",4.30699324211803
"PRKACA",5.53515564128874
"ZFYVE26",2.48561084315374
"SMC1A",4.71478461043124
"CHFR",3.2035708298015
"FBXW11",4.51807590007489
"NDE1",3.05925042112613
"MCM2",5.62108201144798
"MOV10L1",0.775902149938071
"LLGL2",3.85105127335847
"NLE1",2.6682530200724
"SMARCE1",6.37208363242514
"PTGS2",2.57365586754645
"CLASP1",1.50292840590067
"TSG101",6.63701811888305
"TUBE1",3.43172916649448
"TIPIN",3.04831989551313
"NUP37",5.41417142870158
"GTSE1",3.55812461929677
"ACTB",11.3742018999301
"WDR62",2.26950976819629
"DLG1",4.59052246166261
"TUBA3D",0.618090422774136
"MCM6",5.51200094885781
"RBM7",4.16376057060419
"MLH1",4.85117437430644
"SPAG5",4.72641210651228
"CAMSAP3",2.45191222847191
"ACTL6B",0.573889162330914
"TOP2B",4.65323749609251
"USP33",4.47521229651807
"JADE1",2.89984139870141
"UBE2A",6.49809827275892
"FGFR1",3.48119168003753
"FKBP6",0.200696502099536
"SMC1B",0.588254236123912
"FAP",2.37798196359494
"PIK3C3",3.14356923078269
"EDN1",1.85156717635146
"ZCWPW1",1.92782711220823
"PCM1",4.35847527572645
"BRINP1",1.50239556532589
"TP73",2.28360990745319
"CDC14A",3.65463154138876
"KIF22",5.45628209145066
"DNM2",4.83071635920439
"SMARCA2",1.71661310078878
"MOK",2.15721581950019
"RBL1",3.0608154004732
"NDC80",5.33934343099398
"PTPRC",2.61997785188312
"CDC14B",1.46902232138715
"SMARCD3",3.67832771413113
"CCNT2",3.33359273619354
"XPO1",6.19339455081673
"PIBF1",3.97612472227989
"PDS5B",3.54533453463856
"CYLD",2.1098156364378
"ZNF324",1.94459429672865
"CHMP2B",5.77820081894729
"ZMPSTE24",5.52104956289589
"MAPRE3",3.66991444755299
"ATRX",4.1334093392237
"MECOM",2.16402613079502
